Henk F. Moed,Eugene Garfield,Anthony F. J. van Raan,Anton J. Nederhof
Anthony F. J. van Raan,Anton J. Nederhof
A. E. Cawkell,Eugene Garfield
Henry Small,Eugene Garfield,Michel Zitt
